district,wealth_index,mother_edu_level,mother_age,mother_edu_years,mother_bmi,mother_works,female_headed_hh,child_age_months,child_sex,birth_interval,birth_weight,breastfeed_duration,currently_breastfeed,bcg_vaccination,dpt_vaccination,measles_vaccination,knows_ors,stunting_rate,wasting_rate,underweight_rate,state,sample_size
20,2.6277777777777778,1.3583333333333334,28.955555555555556,6.627777777777778,2354.9972144846797,0.14814814814814814,1.025,31.62784090909091,1.4972222222222222,2.225988700564972,602.0583333333333,74.98095238095237,4937.761111111111,1.0648648648648649,1.0162162162162163,1.3945945945945946,,16.38888888888889,11.666666666666666,11.38888888888889,1,338
21,4.397489539748954,2.1799163179916317,28.94560669456067,11.083682008368202,2489.811965811966,0.2,1.108786610878661,31.145299145299145,1.4560669456066946,2.157446808510638,792.8786610878661,68.04629629629629,3143.694560669456,1.0888888888888888,1.037037037037037,1.451851851851852,,25.523012552301257,15.481171548117153,16.736401673640167,1,216
22,3.9158249158249157,2.006734006734007,29.037037037037038,10.148148148148149,2480.109589041096,0.08333333333333333,1.101010101010101,29.80344827586207,1.4646464646464648,2.0955631399317407,749.5454545454545,70.40234375,3347.104377104377,1.0718562874251496,0.9520958083832335,1.3952095808383234,,23.56902356902357,15.824915824915825,14.14141414141414,1,262
23,3.050724637681159,1.855072463768116,27.94927536231884,9.496376811594203,2215.799270072993,0.07142857142857142,1.1630434782608696,30.11787072243346,1.5,2.0557620817843865,600.3659420289855,64.16299559471365,3293.93115942029,1.0397350993377483,1.0662251655629138,1.794701986754967,,37.31884057971014,13.768115942028986,24.27536231884058,2,242
24,3.7333333333333334,2.104761904761905,29.104761904761904,11.280952380952382,2248.346341463415,0.21212121212121213,1.2619047619047619,30.005050505050505,1.438095238095238,2.064039408866995,757.1190476190476,59.08152173913044,2850.390476190476,1.0924369747899159,1.0,2.142857142857143,,23.809523809523807,17.142857142857142,27.61904761904762,2,187
25,2.31651376146789,2.0275229357798166,30.009174311926607,10.784403669724771,2231.119266055046,0.37142857142857144,1.224770642201835,28.70098039215686,1.5458715596330275,1.986046511627907,529.4633027522935,58.611111111111114,3354.5229357798166,1.2868217054263567,1.310077519379845,2.0155038759689923,,24.31192660550459,13.302752293577983,16.055045871559635,2,187
26,3.0186915887850465,2.014018691588785,27.542056074766354,10.186915887850468,2231.755868544601,0.18518518518518517,1.1074766355140186,27.091346153846153,1.5093457943925233,1.8285714285714285,582.2663551401869,56.395833333333336,3273.2943925233644,1.0387596899224807,0.9922480620155039,2.13953488372093,,34.57943925233645,14.018691588785046,24.766355140186917,2,196
27,3.5836909871244633,2.1931330472103006,27.07296137339056,11.755364806866952,2240.4415584415583,0.13513513513513514,1.2231759656652361,30.106194690265486,1.4678111587982832,2.0789473684210527,613.9828326180258,52.94472361809045,3226.6652360515022,1.0461538461538462,0.9769230769230769,1.3923076923076922,,31.330472103004293,18.025751072961373,21.45922746781116,2,219
28,3.9691358024691357,2.2901234567901234,27.90740740740741,12.376543209876543,2352.1913580246915,0.06060606060606061,1.2160493827160495,29.23076923076923,1.5123456790123457,1.9685534591194969,557.425925925926,60.54054054054054,2935.0555555555557,1.0319148936170213,1.074468085106383,1.627659574468085,,24.691358024691358,12.962962962962962,21.604938271604937,2,148
29,4.064655172413793,2.0775862068965516,29.18103448275862,10.831896551724139,2422.0218340611355,0.24242424242424243,1.228448275862069,30.918552036199095,1.4482758620689655,2.088495575221239,690.6896551724138,62.064039408866996,3506.698275862069,1.2692307692307692,1.1923076923076923,2.0076923076923077,,21.982758620689655,11.637931034482758,22.844827586206897,2,215
30,3.613756613756614,2.074074074074074,27.402116402116402,10.687830687830688,2133.5882352941176,0.13043478260869565,1.2433862433862435,29.983870967741936,1.470899470899471,2.0106951871657754,603.2486772486773,56.05161290322581,2927.068783068783,1.0869565217391304,1.0608695652173914,1.7478260869565216,,38.62433862433862,11.11111111111111,36.507936507936506,2,176
31,3.92274678111588,2.0300429184549356,27.72961373390558,10.566523605150214,2287.184210526316,0.08,1.1330472103004292,29.995433789954337,1.4721030042918455,2.0497737556561084,742.5665236051502,61.205128205128204,3058.1115879828326,1.0615384615384615,1.0,1.4230769230769231,,28.75536480686695,15.450643776824036,22.746781115879827,2,202
32,3.6165644171779143,1.901840490797546,28.245398773006134,9.911042944785276,2236.359133126935,0.20833333333333334,1.1196319018404908,28.981072555205046,1.4754601226993864,2.0093457943925235,621.0766871165645,58.66942148760331,3034.0490797546013,1.068421052631579,1.0263157894736843,1.6421052631578947,,27.914110429447852,16.56441717791411,22.699386503067483,2,307
33,3.3801169590643276,2.181286549707602,27.871345029239766,11.555555555555555,2260.3470588235296,0.15384615384615385,1.1871345029239766,29.745454545454546,1.4619883040935673,2.0060240963855422,606.4970760233919,47.201388888888886,3355.9005847953217,1.0588235294117647,1.0686274509803921,1.911764705882353,,26.900584795321635,13.450292397660817,11.11111111111111,2,162
34,3.1052631578947367,2.134502923976608,28.005847953216374,10.91812865497076,2274.8538011695905,0.3055555555555556,1.1461988304093567,28.59119496855346,1.409356725146199,1.9698795180722892,541.0116959064327,55.52413793103448,3800.3976608187136,0.99,0.96,1.64,,29.82456140350877,9.941520467836257,17.543859649122805,2,158
36,4.312,1.848,29.548,9.628,2442.6348547717844,0.10810810810810811,1.216,27.69327731092437,1.488,1.889344262295082,922.936,66.49282296650718,3023.616,1.0649350649350648,1.0,1.9090909090909092,,22.0,11.200000000000001,17.2,3,223
37,4.44,1.8266666666666667,30.106666666666666,9.226666666666667,2485.7688442211056,0.24242424242424243,1.2133333333333334,30.895238095238096,1.488888888888889,2.1481481481481484,1680.7822222222221,57.005376344086024,3135.5911111111113,1.0901639344262295,1.1147540983606556,1.5901639344262295,,20.0,8.444444444444445,13.777777777777779,3,181
38,4.4907407407407405,2.162037037037037,29.305555555555557,11.25925925925926,2430.6792452830186,0.15384615384615385,1.1898148148148149,30.901408450704224,1.4953703703703705,2.112676056338028,760.0046296296297,59.10326086956522,2986.328703703704,1.1300813008130082,1.065040650406504,1.3495934959349594,,18.51851851851852,11.11111111111111,12.5,3,201
39,4.510204081632653,2.0326530612244897,30.375510204081632,10.514285714285714,2515.2868852459014,0.08333333333333333,1.1755102040816328,29.691666666666666,1.4612244897959183,2.0785123966942147,644.2489795918367,59.80373831775701,2823.9632653061226,1.1870503597122302,1.1223021582733812,1.4820143884892085,,16.73469387755102,11.020408163265307,11.020408163265307,3,230
40,4.495652173913044,2.0130434782608697,29.082608695652173,10.07391304347826,2468.461187214612,0.1111111111111111,1.108695652173913,30.105022831050228,1.4695652173913043,2.0580357142857144,1040.4130434782608,63.433673469387756,2842.034782608696,1.2481751824817517,1.2043795620437956,1.2408759124087592,,27.82608695652174,6.521739130434782,16.52173913043478,3,203
41,4.288793103448276,1.9267241379310345,29.21551724137931,9.650862068965518,2474.25,0.2413793103448276,1.1637931034482758,29.805555555555557,1.4870689655172413,2.0308370044052864,1566.6724137931035,65.23076923076923,3568.1206896551726,1.1145038167938932,1.0458015267175573,1.534351145038168,,18.53448275862069,4.741379310344827,10.344827586206897,3,192
42,4.023529411764706,1.572549019607843,28.133333333333333,7.52156862745098,2340.1983805668015,0.2,1.0862745098039215,27.485355648535563,1.4941176470588236,1.8699186991869918,856.4235294117647,70.3219512195122,3079.250980392157,1.103225806451613,1.0,1.729032258064516,,20.0,10.588235294117647,15.294117647058824,3,225
44,3.848375451263538,1.595667870036101,27.314079422382672,7.5703971119133575,2218.476014760148,0.16666666666666666,1.144404332129964,31.035019455252918,1.4584837545126355,2.159695817490494,701.2463768115942,56.59615384615385,3038.0469314079423,1.1849315068493151,1.2191780821917808,1.5616438356164384,,29.96389891696751,11.913357400722022,27.075812274368232,3,238
45,4.014084507042254,1.7464788732394365,27.83450704225352,8.566901408450704,2369.5636363636363,0.22727272727272727,1.1056338028169015,30.81954887218045,1.4612676056338028,2.1444444444444444,858.3274647887324,61.52360515021459,3037.669014084507,1.178082191780822,1.2328767123287672,2.0205479452054793,,24.647887323943664,9.15492957746479,18.30985915492958,3,255
46,4.0,1.6695652173913043,27.58695652173913,8.147826086956522,2319.9720930232556,0.13043478260869565,1.0739130434782609,30.36986301369863,1.4695652173913043,2.0530973451327434,1126.0608695652174,65.48677248677248,3166.6173913043476,1.2290076335877862,1.1068702290076335,1.9312977099236641,,19.130434782608695,12.608695652173912,19.130434782608695,3,201
47,3.839464882943144,1.3645484949832776,26.93979933110368,6.642140468227424,2272.543554006969,0.16666666666666666,1.0903010033444815,30.589473684210525,1.4548494983277591,2.096885813148789,827.8851351351351,69.37610619469027,3260.2809364548493,1.1666666666666667,1.130952380952381,1.7916666666666667,,31.438127090301005,11.036789297658862,20.401337792642142,3,265
48,4.366666666666666,1.8458333333333334,28.158333333333335,9.191666666666666,2376.454954954955,0.12195121951219512,1.175,29.43913043478261,1.5,1.9484978540772533,1233.3333333333333,53.009803921568626,3070.2375,1.1081081081081081,1.1418918918918919,1.9189189189189189,,17.083333333333332,7.916666666666666,15.416666666666668,3,204
49,4.437984496124031,1.7984496124031009,28.476744186046513,9.220930232558139,2403.3760683760684,0.15555555555555556,1.0930232558139534,29.56451612903226,1.5077519379844961,2.0354330708661417,1453.7868217054263,61.41935483870968,3191.7868217054265,1.2012987012987013,1.2402597402597402,1.8311688311688312,,17.05426356589147,9.689922480620156,9.689922480620156,3,221
50,3.8852459016393444,1.5344262295081967,27.468852459016393,7.6262295081967215,2422.9469964664313,0.09090909090909091,1.180327868852459,28.982578397212542,1.4622950819672131,2.006825938566553,1232.5197368421052,62.0,3222.137704918033,1.2151162790697674,1.122093023255814,1.7906976744186047,,21.639344262295083,9.508196721311474,13.114754098360656,3,266
51,4.4766355140186915,2.116822429906542,29.35981308411215,10.901869158878505,2542.541463414634,0.17391304347826086,1.158878504672897,30.42718446601942,1.485981308411215,2.0483091787439616,1008.1028037383178,59.73513513513514,3124.8691588785045,1.1031746031746033,1.0158730158730158,1.8095238095238095,,14.018691588785046,8.411214953271028,13.551401869158877,3,193
52,4.516528925619835,2.0330578512396693,28.40082644628099,10.297520661157025,2430.6666666666665,0.046511627906976744,1.1115702479338843,31.056521739130435,1.43801652892562,2.117391304347826,1318.4854771784233,56.09134615384615,2877.4462809917354,1.0740740740740742,1.0592592592592593,1.3407407407407408,,20.66115702479339,7.851239669421488,18.181818181818183,3,197
53,4.396078431372549,1.9450980392156862,28.305882352941175,9.972549019607843,2391.971193415638,0.08333333333333333,1.1490196078431372,31.203319502074688,1.4431372549019608,2.1728395061728394,953.8893280632411,59.31308411214953,3218.6509803921567,1.164179104477612,1.0895522388059702,1.455223880597015,,18.823529411764707,8.235294117647058,14.901960784313726,3,209
54,4.27542372881356,1.847457627118644,28.24576271186441,9.322033898305085,2372.1155555555556,0.17857142857142858,1.0635593220338984,29.513636363636362,1.4406779661016949,2.017857142857143,1013.292372881356,65.22660098522168,2779.927966101695,1.176923076923077,1.2153846153846153,1.5846153846153845,,29.23728813559322,7.203389830508475,13.983050847457626,3,209
55,4.563218390804598,2.0,29.362068965517242,10.114942528735632,2462.7090909090907,0.24242424242424243,1.1206896551724137,32.366863905325445,1.4770114942528736,2.2529411764705882,1066.16091954023,63.98620689655172,3074.4367816091954,1.1818181818181819,1.1136363636363635,1.4772727272727273,,21.839080459770116,8.620689655172415,18.96551724137931,4,156
56,2.784375,1.975,26.634375,10.096875,2185.8964401294497,0.2,1.14375,28.035830618892508,1.471875,1.9093851132686084,845.915625,68.07053941908714,3763.721875,1.0155440414507773,1.0310880829015545,1.4300518134715026,,30.9375,8.75,21.25,5,273
57,3.032608695652174,2.300724637681159,27.416666666666668,12.003623188405797,2260.0299625468165,0.15789473684210525,1.1956521739130435,30.809885931558934,1.4891304347826086,2.0946969696969697,844.2065217391304,69.1,3597.036231884058,1.0980392156862746,1.0784313725490196,1.477124183006536,,29.71014492753623,13.768115942028986,19.92753623188406,5,242
58,3.0250783699059562,2.282131661442006,26.41065830721003,11.90282131661442,2237.5791139240505,0.23255813953488372,1.2884012539184952,28.864077669902912,1.4764890282131662,1.9839228295819935,618.1347962382445,68.8996138996139,3619.5015673981193,1.0376344086021505,0.9516129032258065,1.3655913978494623,,24.137931034482758,7.523510971786834,11.285266457680251,5,297
59,3.1319444444444446,2.107638888888889,27.28472222222222,11.04513888888889,2178.968085106383,0.14583333333333334,1.3055555555555556,29.347517730496453,1.4652777777777777,2.03886925795053,710.5555555555555,69.50434782608696,3501.8576388888887,1.1529411764705881,1.0411764705882354,1.3764705882352941,,27.083333333333332,11.805555555555555,19.444444444444446,5,266
60,4.318725099601593,2.095617529880478,28.828685258964143,10.721115537848606,2388.425925925926,0.14285714285714285,1.1075697211155378,29.261410788381742,1.4741035856573705,1.9958677685950412,1875.613545816733,61.19634703196347,3388.593625498008,1.1241379310344828,1.1241379310344828,1.5655172413793104,,16.334661354581673,6.772908366533864,14.342629482071715,5,183
61,3.0317460317460316,2.015873015873016,26.8994708994709,10.423280423280424,2177.5860215053763,0.034482758620689655,1.2645502645502646,29.402173913043477,1.507936507936508,1.9945945945945946,561.1851851851852,59.1375,4247.78835978836,1.054054054054054,0.9369369369369369,1.2252252252252251,,27.513227513227513,10.582010582010582,16.402116402116402,5,174
62,2.973076923076923,2.246153846153846,26.315384615384616,11.680769230769231,2213.3112840466924,0.16363636363636364,1.3,28.83400809716599,1.4692307692307693,1.9798387096774193,642.723076923077,71.94418604651163,3541.0461538461536,1.0408163265306123,0.9727891156462585,1.5714285714285714,,23.846153846153847,11.153846153846155,18.846153846153847,5,240
63,2.9138576779026217,2.149812734082397,26.906367041198504,11.131086142322097,2236.401515151515,0.025,1.2808988764044944,31.205533596837945,1.4868913857677903,2.146718146718147,636.7902621722847,71.23766816143498,3573.265917602996,1.0135135135135136,0.9932432432432432,1.5337837837837838,,21.34831460674157,7.116104868913857,10.861423220973784,5,245
64,2.6743119266055047,2.096330275229358,27.862385321100916,10.619266055045872,2198.0921658986176,0.1891891891891892,1.3807339449541285,29.81042654028436,1.5825688073394495,2.0373831775700935,558.816513761468,72.92737430167598,3746.02752293578,1.024,0.92,1.424,,23.853211009174313,14.678899082568808,20.642201834862387,5,203
65,2.9,2.046875,26.815625,10.33125,2199.3714285714286,0.14705882352941177,1.253125,28.248387096774195,1.475,1.9389067524115755,669.025,77.90661478599222,3776.73125,0.9842931937172775,0.9424083769633508,1.450261780104712,,22.1875,10.625,13.4375,5,304
66,3.7067448680351904,2.0469208211143695,27.574780058651026,10.3841642228739,2337.9315476190477,0.16666666666666666,1.1231671554252198,30.63939393939394,1.530791788856305,2.093093093093093,688.0791788856305,66.15217391304348,3915.8563049853374,1.0414507772020725,0.9948186528497409,1.2072538860103628,,22.58064516129032,12.609970674486803,14.369501466275661,5,316
67,3.5514511873350925,1.4063324538258575,27.137203166226914,6.897097625329815,2319.439226519337,0.08196721311475409,1.121372031662269,28.68611111111111,1.4986807387862797,1.9612188365650969,961.8179419525065,65.22801302931596,3910.627968337731,1.0497737556561086,1.0135746606334841,1.3619909502262444,,22.163588390501317,10.817941952506596,18.997361477572557,5,319
68,3.485955056179775,1.4185393258426966,27.97752808988764,6.814606741573034,2325.951367781155,0.06896551724137931,1.0842696629213484,30.313846153846153,1.4803370786516854,2.115501519756839,1244.129213483146,59.52788104089219,3884.741573033708,1.185792349726776,1.2404371584699454,1.6557377049180328,,24.719101123595504,12.07865168539326,20.50561797752809,5,276
69,4.573770491803279,2.0054644808743167,29.398907103825138,10.300546448087431,2440.550295857988,0.15384615384615385,1.1366120218579234,29.748571428571427,1.459016393442623,2.0451977401129944,1293.464480874317,64.42073170731707,3029.5956284153003,1.1111111111111112,1.0,1.303030303030303,,17.48633879781421,9.836065573770492,16.39344262295082,6,148
70,4.214285714285714,2.00974025974026,27.896103896103895,9.99025974025974,2380.4803921568628,0.07142857142857142,1.1428571428571428,28.96875,1.4188311688311688,1.9759450171821307,623.8474025974026,62.65873015873016,3064.8928571428573,1.1317365269461077,1.0718562874251496,1.778443113772455,,20.454545454545457,9.415584415584416,11.688311688311687,6,275
71,4.1513353115727005,1.8991097922848665,27.71513353115727,9.388724035608309,2351.8783382789316,0.10909090909090909,1.1216617210682494,29.012698412698413,1.5044510385756678,1.954268292682927,559.0593471810089,56.37867647058823,3180.5697329376853,1.0048780487804878,0.975609756097561,1.6926829268292682,,23.738872403560833,11.275964391691394,20.77151335311573,6,298
72,4.198275862068965,1.9281609195402298,27.933908045977013,9.540229885057471,2381.8984615384616,0.023255813953488372,1.0948275862068966,28.696048632218844,1.456896551724138,1.9582089552238806,1187.632183908046,65.36619718309859,2904.4655172413795,1.1690821256038648,1.0917874396135265,1.4202898550724639,,20.114942528735632,10.057471264367816,18.103448275862068,6,292
73,4.037878787878788,1.7424242424242424,27.045454545454547,8.670454545454545,2309.8306451612902,0.027777777777777776,1.1325757575757576,30.548,1.4393939393939394,2.0753968253968256,1126.5795454545455,64.47,2946.780303030303,1.1891891891891893,1.1486486486486487,1.554054054054054,,24.62121212121212,15.530303030303031,23.484848484848484,6,221
74,4.206896551724138,1.9708222811671088,27.591511936339522,9.872679045092838,2374.975871313673,0.14814814814814814,1.1909814323607426,29.707988980716255,1.4509283819628647,2.0326975476839237,664.0397877984085,65.64918032786885,2854.954907161804,1.0186046511627906,0.9627906976744186,1.4604651162790698,,26.525198938992045,8.753315649867375,19.893899204244033,6,347
75,3.942942942942943,1.936936936936937,27.015015015015017,9.66066066066066,2434.1424050632913,0.171875,1.1111111111111112,28.72063492063492,1.4804804804804805,1.9498432601880877,1016.2138554216867,62.838235294117645,3202.7327327327325,1.0618556701030928,0.8917525773195877,1.5618556701030928,,21.92192192192192,8.708708708708707,16.516516516516518,6,290
76,4.333333333333333,2.0733333333333333,26.80666666666667,10.386666666666667,2353.7348993288592,0.08333333333333333,1.1533333333333333,30.29268292682927,1.4633333333333334,2.1,618.5066666666667,59.926406926406926,2945.1033333333335,1.0240963855421688,0.9096385542168675,1.7951807228915662,,22.666666666666664,7.333333333333333,12.666666666666668,6,283
77,4.0711974110032365,1.8802588996763754,27.31715210355987,9.459546925566343,2306.9966101694913,0.09090909090909091,1.1359223300970873,29.717241379310344,1.4627831715210355,2.0508474576271185,943.588996763754,69.39915966386555,2837.8252427184466,1.2176470588235293,1.1176470588235294,1.2882352941176471,,21.035598705501616,7.443365695792881,19.093851132686083,6,267
78,4.086816720257235,1.7813504823151125,27.69774919614148,8.733118971061094,2281.080808080808,0.1896551724137931,1.0964630225080385,31.44178082191781,1.4630225080385852,2.179054054054054,909.7620578778135,61.96296296296296,2919.3569131832796,1.0365853658536586,0.9878048780487805,1.3414634146341464,,20.90032154340836,13.826366559485532,23.15112540192926,6,270
79,3.816993464052288,1.6470588235294117,26.862745098039216,8.176470588235293,2261.8391608391607,0.0,1.0980392156862746,29.104895104895103,1.4640522875816993,2.0,1159.8431372549019,61.10655737704918,2832.8692810457514,1.2839506172839505,1.2222222222222223,1.5555555555555556,,22.22222222222222,11.76470588235294,21.568627450980394,6,132
80,4.112121212121212,1.8303030303030303,27.303030303030305,9.118181818181819,2317.9455128205127,0.19230769230769232,1.196969696969697,29.596774193548388,1.4666666666666666,2.0186915887850465,1052.9212121212122,68.24193548387096,3046.0878787878787,1.1832460732984293,1.1675392670157068,1.706806282722513,,23.333333333333332,12.424242424242424,17.575757575757574,6,268
82,4.0646258503401365,1.965986394557823,26.887755102040817,9.918367346938776,2242.5839416058393,0.07017543859649122,1.1598639455782314,29.949820788530467,1.4625850340136055,2.052264808362369,1140.0921501706484,67.90308370044053,3014.5578231292516,1.0419161676646707,1.0,1.6047904191616766,,24.149659863945576,10.54421768707483,18.70748299319728,6,250
83,4.2896825396825395,2.142857142857143,26.936507936507937,11.083333333333334,2415.087866108787,0.28125,1.1587301587301588,29.86178861788618,1.5238095238095237,2.0443548387096775,847.3951612903226,65.91959798994975,2850.5515873015875,1.103448275862069,0.9724137931034482,1.5448275862068965,,15.476190476190476,7.142857142857142,10.714285714285714,6,231
84,3.9575289575289574,2.1776061776061777,27.057915057915057,11.18918918918919,2227.4736842105262,0.05263157894736842,1.1235521235521235,28.35483870967742,1.494208494208494,1.948207171314741,979.5868725868726,67.76958525345623,3183.4324324324325,1.103896103896104,1.025974025974026,1.7792207792207793,,22.393822393822393,7.722007722007722,14.285714285714285,6,233
85,4.275193798449612,2.2713178294573644,26.670542635658915,11.782945736434108,2334.5396825396824,0.30434782608695654,1.1356589147286822,27.472,1.4224806201550388,1.8525896414342629,779.6162790697674,67.05022831050228,2919.9147286821703,1.05,0.98125,1.65,,24.8062015503876,8.527131782945736,19.767441860465116,6,233
86,4.192982456140351,1.956140350877193,27.18421052631579,9.692982456140351,2300.9589743589745,0.06896551724137931,1.0964912280701755,28.698630136986303,1.469298245614035,1.9547511312217194,1842.3849557522124,66.81868131868131,3051.5526315789475,1.1555555555555554,1.1407407407407408,1.488888888888889,,17.105263157894736,12.280701754385964,17.543859649122805,6,175
87,2.681137724550898,0.5898203592814372,27.699101796407184,2.6721556886227544,2150.5581761006288,0.04597701149425287,1.1122754491017963,29.335987261146496,1.467065868263473,2.0252365930599368,962.6377245508982,69.03463203463204,4367.4011976047905,1.1031746031746033,0.9497354497354498,1.2195767195767195,,37.27544910179641,12.275449101796406,32.33532934131736,6,571
